[00:03:31]: [DangTienScan] === scan begin ===	
[00:03:31]: [DangTienScan] CN | STRINGS.XD_HTZ_NOLQ = 灵力不足	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TENTACLE_PILLAR_ARM = 黏滑的小触手。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CRITTER_KITTEN = 你愿意做妾身的宠物吗。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.REDGEM = 它闪着温暖的光。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MARBLEBEAN_SAPLING = 看起来刻了点什么。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALFOOD_CORNTEA = 这种饮料似乎味道不错。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVAL_SEEDPACKET = 妾身觉得有点饿了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVAL_BALL = 简单的设计。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CHARCOAL = 烧焦的木头。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TURF_SHELLBEACH = 一块海滩。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CUTGRASS = 割下来的草。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ATRIUM_GATE.CHARGING = 它正在获得灵力。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ATRIUM_GATE.OFF = 主要部分依然完好无损。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ATRIUM_GATE.DESTABILIZING = 大门在晃动。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ATRIUM_GATE.ON = 回到正常状态。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ATRIUM_GATE.COOLDOWN = 它需要时间恢复。妾身也是。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PIGGUARD = 他看起来不那么友善。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALDECOR_PLANT = 不是它小，就是妾身大。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALDECOR_PLANT_KIT = 一个奇怪的玩意	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GHOSTLYELIXIR_SLOWREGEN = 嗯，对。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALDECOR_LAMP_KIT = 光剩下一点事务了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MANRABBIT_TAIL = 手里抓个东西挺好的。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WEBBER.GENERIC = 你好，%s。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WEBBER.MURDERER = 妾身要灭了你，%s。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WEBBER.FIRESTARTER = 妾身要不要让你离开。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WEBBER.ATTACKER = 妾身会卷起一张纸莎草，以防万一。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WEBBER.GHOST = %s真的很想让妾身给它一颗心。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WEBBER.REVIVER = %s和其他人打成一片。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GREENMOONEYE = 那东西会密切关注这地方。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALDECOR_EGGRIDE = 妾身可以几个小时一直盯着它看。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BATTLESONG_SANITYAURA = 戏剧让妾身坐立不安。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WX78MODULE_LIGHT = 一个新奇的小玩意。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.POTATO_COOKED = 什么东西都可以烤一下。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.KLAUSSACKKEY = 对一个鹿角来说这真是太花俏了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BUZZARD = 多么丑怪的一只秃鹫。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALCANNON.GENERIC = 这个目的就是爆炸。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALCANNON.COOLDOWN = 太疯狂了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BONESOUP = 是名好厨师。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WALRUS_CAMP.EMPTY = 看起来有人在这里扎营。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WALRUS_CAMP.GENERIC = 看起来里面温暖而舒适。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.THURIBLE = 神奇的香炉。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TRINKET_40 = 公平称。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVAL_PRIZEBOOTH.GENERIC = 妾身已经看到了妾身想要的奖品。就是那边那个。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.EYEBRELLAHAT = 它会守护佩戴的人。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MULTITOOL_AXE_PICKAXE = 太高明了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MINERHAT = 光亮。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MANDRAKE_COOKED = 它看起来没有那么奇怪了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GRASSGEKKO.GENERIC = 这是一只奇怪的妖物。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GRASSGEKKO.DISEASED = 它看上去真的很不舒服。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.RAINOMETER.GENERIC = 它能测出是否有雨。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.RAINOMETER.BURNT = 测量部分化成一缕青烟了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_PUCKDROP_STATION.GENERIC = 它要妾身给它一些闪亮的东西才让妾身玩。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_PUCKDROP_STATION.PLAYING = 快来试试吧。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_WHEELSPIN_STATION.GENERIC = 它要妾身给它一些闪亮的东西才让妾身玩。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_WHEELSPIN_STATION.PLAYING = 似乎有些用处。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_WHEELSPIN_KIT = 这还真是个快闪嘉年华。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_SHOOTING_STATION.GENERIC = 它要妾身给它一些闪亮的东西才让妾身玩。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_SHOOTING_STATION.PLAYING = 就看妾身的吧。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_HERDING_CHICK = 回来这。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_HERDING_STATION.GENERIC = 它要妾身给它一些闪亮的东西才让妾身玩。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_HERDING_STATION.PLAYING = 这些鸡蛋看起来想跑。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_HERDING_KIT = 这还真是个快闪嘉年华。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BONESTEW = 挺不错的菜，也不知大王会不会喜欢。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.NIGHTMARELIGHT = 妾身想知道这个东西有什么用。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MAGICIAN_CHEST = 为什么妾身开始感到有点不安了……？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_MEMORY_STATION.GENERIC = 它要妾身给它一些闪亮的东西才让妾身玩。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_MEMORY_STATION.PLAYING = 妾身不太擅长这个。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.HANDPILLOW_PETALS = 起码比皮弗娄牛枕头好闻。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_MEMORY_KIT = 这还真是个快闪嘉年华。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ASPARAGUSSOUP = 闻起来很好吃。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.STRAWHAT = 帽子总是会弄乱妾身的发型。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_FEEDCHICKS_KIT = 这还真是个快闪嘉年华。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.POCKETWATCH_PORTAL.GENERIC = 居然还有这样的法宝。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.POCKETWATCH_PORTAL.RECHARGING = 缩地成寸。	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.POCKETWATCH_PORTAL.MARKED_DIFFERENTSHARD = only_used_by_wanda other shard	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.POCKETWATCH_PORTAL.UNMARKED = only_used_by_wanda unmarked	
[00:03:32]: [DangTienScan] EN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.POCKETWATCH_PORTAL.MARKED_SAMESHARD = only_used_by_wanda other shard	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.OPALPRECIOUSGEM = 这个宝石看起来很特别。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FISH_COOKED = 烤得恰到好处。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FROGLEGS = 妾身曾听说它是一道美味。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BERRIES_COOKED = 妾身认为加热并没有让它们变得更好。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVAL_PRIZETICKET.GENERIC = 就是那张奖票。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVAL_PRIZETICKET.GENERIC_SMALLSTACK = 就是那些奖票。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVAL_PRIZETICKET.GENERIC_LARGESTACK = 好多的奖票啊。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.UNIMPLEMENTED = 看起来还没有完工。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BUGNET = 抓虫子用的。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SPIDERQUEEN = 区区3百年道行的妖精。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.HALLOWEENCANDY_13 = 妾身可怜的下巴。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ONION_OVERSIZED = 它们这么快就长这么大了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GEMSOCKET.VALID = 看起来准备好了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GEMSOCKET.GEMS = 它需要一颗宝石。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.HEALINGSTAFF = 释放再生的力量。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTB_BEEFALO_DOLL_VICTORIAN.GENERIC = 小童的玩意儿。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTB_BEEFALO_DOLL_VICTORIAN.YOTB = 不知道裁判会怎么说？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.RUINS_RUBBLE = 这个可以修复。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVAL_HOST = 是个奇怪的东西。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WINONA_CATAPULT.GENERIC = 她制造了一种防卫。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WINONA_CATAPULT.OFF = 需要雷电。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WINONA_CATAPULT.SLEEP = 她制造了一种防卫。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WINONA_CATAPULT.BURNT = 是谁烧坏了它。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WINONA_CATAPULT.BURNING = 熊熊烈火。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SHADOWDIGGER = 现在不止他一个了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ARCHIVE_SECURITY_PULSE = 你这是要上哪去？ 	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.HOTCHILI = 辣到喷火。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.LUNARFROG = 别盯着看了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.STALKER = 骨架和暗影融合在一起。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.LUNARTHRALL_PLANT_VINE_END = 它带着刺。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.LORDFRUITFLY = 别再打扰我的东西了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FRUITFLY = 到别的地方嗡嗡去。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FARM_PLANT.GENERIC = 那是一株植物。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FARM_PLANT.FULL_WEED = 妾身早就想到了这天。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FARM_PLANT.SEED = 现在等着就好了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FARM_PLANT.BURNING = 这对植物来说不是好事……	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FARM_PLANT.FULL = 是时候收获成果了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FARM_PLANT.FULL_OVERSIZED = 妾身生产出了巨型农作物。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FARM_PLANT.ROTTEN = 可惜啊。要是在成熟的时候收割就好了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FARM_PLANT.GROWING = 生长吧。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FARM_PLANT.ROTTEN_OVERSIZED = 腐烂的霉运。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SANITYROCK.INACTIVE = 它的其余部分去哪儿了？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SANITYROCK.ACTIVE = 那石头看起来真奇怪。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.INSPECTSELF = 妾身没缺胳膊少腿吧？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PEPPER_OVERSIZED = 一种大小相当不寻常的辣椒。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GARLIC_OVERSIZED = 巨大的大蒜。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.RED_MUSHROOM.GENERIC = 是蘑菇。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.RED_MUSHROOM.INGROUND = 它在睡觉。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.RED_MUSHROOM.PICKED = 不知道它会不会长回来？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.COLDFIRE.GENERIC = 肯定能驱走黑暗。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.COLDFIRE.OUT = 哦，火灭了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.COLDFIRE.EMBERS = 得给那火加柴了，或者就要灭了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.COLDFIRE.HIGH = 火要失控了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.COLDFIRE.LOW = 火变得有点小了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.COLDFIRE.NORMAL = 感觉不错。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WAGSTAFF_MACHINERY = 在这堆垃圾中也许会有所发现。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GHOSTLYELIXIR_RETALIATION = 嗯，对。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.EYETURRET = 希望它不会看向妾身。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.RED_CAP = 闻起来怪怪的。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MUSHTREE_MOON = 这颗蘑菇树明显跟其他的有异。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TROPHYSCALE_FISH.GENERIC = 来瞧瞧妾身今天的战绩。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TROPHYSCALE_FISH.HAS_ITEM_HEAVY = 重量: {weight}
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TROPHYSCALE_FISH.HAS_ITEM = 重量: {weight}
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TROPHYSCALE_FISH.OWNER_HEAVY = 重量: {weight}
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TROPHYSCALE_FISH.OWNER = 大家就随便看看……
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TROPHYSCALE_FISH.BURNT = 全都给烧没了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TROPHYSCALE_FISH.BURNING = 全烧起来了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WATERMELON_OVERSIZED = 巨大的西瓜。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BOARRIOR = 你可真狂躁。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.DURIAN_OVERSIZED = 妾身很确定它味道很难闻。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TELESTAFF = 缩地成寸的小手段。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.HALLOWEENPOTION_BRAVERY = 馈赠。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CHESSPIECE_ROOK.GENERIC = 它比看上去的更重。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CHESSPIECE_ROOK.STRUGGLE = 棋子们自己在动。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PUMPKIN_OVERSIZED = 好膨胀的南瓜啊。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.POMEGRANATE = 它看起来就像血的珍珠。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ARCHIVE_SECURITY_DESK.GENERIC = 它想亲近妾身。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ARCHIVE_SECURITY_DESK.POWEROFF = 它已经失去了从前的作用。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARROT_OVERSIZED = 一大堆的胡萝卜。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SACRED_CHEST.GENERIC = 妾身听到低语了。它想要什么东西。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SACRED_CHEST.LOCKED = 它正在做出判断。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BEESWAX_SPRAY = 妾身是闻到什么奇怪的味道？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.HERMIT_CRACKED_PEARL = 妾身……没有照顾好它。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SWEETTEA = 一杯让妾身忘记所有事情的茶。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GLOMMER.GENERIC = 恶趣味。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GLOMMER.SLEEPING = 这虫子过的真不错。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ROCK_ICE.GENERIC = 很凉快。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ROCK_ICE.MELTED = 在它再次冰冻之前，没什么用处。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TRINKET_27 = 如果你解开它，你可以从远处刺到别人。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FRUITDRAGON.GENERIC = 挺可爱的，不过还没熟。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FRUITDRAGON.SLEEPING = 在打盹呢。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FRUITDRAGON.RIPE = 现在应该熟了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WALL_STONE_ITEM = 它们让妾身有安全感。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TRINKET_41 = 摸起来有点温热。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BOATRACE_SPECTATOR_DRAGONLING = 它的支持让妾身有动力了起来。	
